Medicine Name, Quantity, Chemical Name, Compnay Name, Unit Price
Inoxon,250 mg/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,250 mg vial : ৳ 80.00
Inoxon,500 mg/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,500 mg vial : ৳ 120.00
Inoxon,1 gm/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,1 gm vial : ৳ 160.00
Inoxon,250 mg/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,250 mg vial : ৳ 80.00
Inoxon,500 mg/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,500 mg vial : ৳ 120.00
Inoxon,1 gm/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,1 gm vial : ৳ 160.00
Inoxon,2 gm/vial,Ceftriaxone,Rephco Pharmaceuticals Ltd.,2 gm vial : ৳ 300.00
Inozin,10 mg,Cetirizine Dihydrochloride,Innova Pharmaceuticals Limited.,Price not available
Inpro,20 mg,Omeprazole,Biopharma Laboratories Ltd.,Unit Price : ৳ 4.99
Inpro,40 mg,Omeprazole,Biopharma Laboratories Ltd.,Unit Price : ৳ 7.05
Inpro,40 mg/10 ml,Omeprazole,Biopharma Laboratories Ltd.,40 mg vial : ৳ 69.94
Inran,150 mg,Ranitidine,Monicopharma Limited,Unit Price : ৳ 2.00
Inran,50 mg/2 ml,Ranitidine,Monicopharma Limited,2 ml ampoule : ৳ 6.00
Insaid,25 mg,Indomethacin,ACI Limited,Unit Price : ৳ 1.00
Inseac,150 mg,Ranitidine,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 2.49
Inseac,300 mg,Ranitidine,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
Insimet,500 mg,Metformin Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 4.00
Insimet,850 mg,Metformin Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 4.01
Insimet XR,500 mg,Metformin Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
Inspra,0.5 mg+10 mg,Flupentixol + Melitracen,Medicon Pharmaceuticals Ltd.,Unit Price : ৳ 3.98
Insta,100%,Dextrose,Rephco Pharmaceuticals Ltd.,15 Sachets : ৳ 114.45
Instacool,30%+8%,Methyl Salicylate + Menthol,Medicon Pharmaceuticals Ltd.,25 gm tube : ৳ 59.09
Instacool Plus,30%+10%+4%,Methyl Salicylate + Menthol + Camphor,Medicon Pharmaceuticals Ltd.,15 gm tube : ৳ 93.18
Instasia,14% + 2% + 2%,Benzocaine + Butamben + Tetracaine,Ziska Pharmaceuticals Limited,30 gm tube : ৳ 350.00
Insul,30%+70% in 40 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 191.00
Insul,30%+70% in 100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 406.52
Insul,30%+70% in 100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Popular Pharmaceuticals Ltd.,3 ml cartridge : ৳ 217.44
Insul,50%+50% in 100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 406.48
Insul,50%+50% in 100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Popular Pharmaceuticals Ltd.,3 ml cartridge : ৳ 217.44
Insul Glargine,100 IU/ml,Insulin Glargine (rDNA),Popular Pharmaceuticals Ltd.,3 ml vial : ৳ 587.46
Insul Glargine,100 IU/ml,Insulin Glargine (rDNA),Popular Pharmaceuticals Ltd.,3 ml cartridge : ৳ 587.69
Insul Lispro,100 unit/ml,Insulin Lispro,Popular Pharmaceuticals Ltd.,3 ml vial : ৳ 500.00
Insul N,40 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 191.00
Insul N,100 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 406.52
Insul N,100 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,3 ml cartridge : ৳ 220.00
Insul R,40 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 191.00
Insul R,100 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,10 ml vial : ৳ 406.52
Insul R,100 IU/ml,Insulin Human (rDNA),Popular Pharmaceuticals Ltd.,3 ml cartridge : ৳ 215.49
Insulatard Flexpen,100 IU/ml,Insulin Human (rDNA),Novo Nordisk,3 ml cartridge : ৳ 444.29
Insulatard Penfill,100 IU/ml,Insulin Human (rDNA),Novo Nordisk,3 ml pen : ৳ 439.74
Insulatard-HM,40 IU/ml,Insulin Human (rDNA),Novo Nordisk,10 ml vial : ৳ 274.98
Insulatard-HM,100 IU/ml,Insulin Human (rDNA),Novo Nordisk,10 ml vial : ৳ 406.48
Insulet,30%+70% (100 IU/ml),Insulin Human (rDNA) + Isophane Insulin Human,Aristopharma Ltd.,4 ml vial : ৳ 166.22
Insulet,50%+50% (100 IU/ml),Insulin Human (rDNA) + Isophane Insulin Human,Aristopharma Ltd.,4 ml vial : ৳ 166.22
Insulet ASP,100 IU/ml,Insulin Aspart,Aristopharma Ltd.,3 ml vial : ৳ 440.77
Insulet GN,100 IU/ml,Insulin Glargine (rDNA),Aristopharma Ltd.,3 ml vial : ৳ 587.69
Insulet N,100 IU/ml,Insulin Human (rDNA),Aristopharma Ltd.,4 ml vial : ৳ 166.22
Insulet R,100 IU/ml,Insulin Human (rDNA),Aristopharma Ltd.,4 ml vial : ৳ 166.22
Insuman Comb,100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Sanofi Bangladesh Limited,3 ml cartridge : ৳ 289.13
Insuman Comb,100 IU/ml,Insulin Human (rDNA) + Isophane Insulin Human,Sanofi Bangladesh Limited,5 ml vial : ৳ 312.33
Intafenac,50 mg,Diclofenac Sodium,Incepta Pharmaceuticals Limited,Unit Price : ৳ 0.75
Intafenac,25 mg/ml,Diclofenac Sodium,Incepta Pharmaceuticals Limited,3 ml ampoule : ৳ 9.50
Intafenac,0.1%,Diclofenac Sodium (Eye Drops),Incepta Pharmaceuticals Limited,5 ml drop : ৳ 80.00
Intafenac K,50 mg,Diclofenac Potassium,Incepta Pharmaceuticals Limited,Unit Price : ৳ 3.00
Intafenac Plus,(75 mg+20 mg)/2 ml,Diclofenac Sodium + Lidocaine Hydrochloride,Incepta Pharmaceuticals Limited,2 ml ampoule : ৳ 9.50
Intaflam,400 mg,Ibuprofen,Incepta Pharmaceuticals Limited,Unit Price : ৳ 1.00
Intamycin,20 mg/2 ml,Gentamicin (Intravenous Infusion),Incepta Pharmaceuticals Limited,Unit Price : ৳ 6.00
Intamycin,80 mg/2 ml,Gentamicin (Intravenous Infusion),Incepta Pharmaceuticals Limited,Unit Price : ৳ 10.00
Intas,100 mg,Aceclofenac,Virgo Pharmaceuticals Ltd.,Unit Price : ৳ 3.50
Intasone,1%,Hydrocortisone Acetate (Topical),Incepta Pharmaceuticals Limited,10 gm tube : ৳ 30.00
Intasone,10 mg,Hydrocortisone (Oral & Injection),Incepta Pharmaceuticals Limited,Unit Price : ৳ 3.50
Intasone,100 mg/2 ml,Hydrocortisone (Oral & Injection),Incepta Pharmaceuticals Limited,2 ml vial : ৳ 50.00
Intasone,20 mg,Hydrocortisone (Oral & Injection),Incepta Pharmaceuticals Limited,Unit Price : ৳ 6.00
Integril,0.75 mg/ml,Eptifibatide,Incepta Pharmaceuticals Limited,100 ml vial : ৳ 9,000.00
Integril,2 mg/ml,Eptifibatide,Incepta Pharmaceuticals Limited,10 ml vial : ৳ 3,000.00
Interon,4.5 MIU/0.5 ml,Interferon Alfa-2a (Recombinant),Beacon Pharmaceuticals Ltd.,4.5 MIU vial : ৳ 1,200.00
Intez,2.5 mg,Letrozole,Genvio Pharma Limited.,Unit Price : ৳ 40.00
Intimate,5 mg,Tadalafil,Square Pharmaceuticals Ltd.,Unit Price : ৳ 18.05
Intimate,10 mg,Tadalafil,Square Pharmaceuticals Ltd.,Unit Price : ৳ 35.11
Intimate,20 mg,Tadalafil,Square Pharmaceuticals Ltd.,Unit Price : ৳ 60.18
Intobac,0.3%,Tobramycin (Eye),Incepta Pharmaceuticals Limited,5 ml drop : ৳ 90.00
Intobac,300 mg/5 ml,Tobramycin (Respirator Solution),Incepta Pharmaceuticals Limited,5 ml ampoule : ৳ 100.00
Intracal,400 mg,Calcium Orotate Dihydrate,Incepta Pharmaceuticals Limited,Unit Price : ৳ 8.00
Intracal,740 mg,Calcium Orotate Dihydrate,Incepta Pharmaceuticals Limited,Unit Price : ৳ 10.00
Intracef,250 mg,Cephradine,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 6.50
Intracef,500 mg,Cephradine,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 12.50
Intracef,125 mg/5 ml,Cephradine,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
Intracef,125 mg/1.25 ml,Cephradine,Beximco Pharmaceuticals Ltd.,15 ml bottle : ৳ 50.00
Intracef,250 mg/vial,Cephradine,Beximco Pharmaceuticals Ltd.,250 mg vial : ৳ 35.14
Intracef,500 mg/vial,Cephradine,Beximco Pharmaceuticals Ltd.,500 mg vial : ৳ 50.19
Intracef DS,250 mg/5 ml,Cephradine,Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 120.00
Intralipid,10%,Intravenous Fat Emulsion,Orion Infusion Limited,500 ml bottle : ৳ 1,200.00
Intramol,0.5%,Timolol Maleate,Beximco Pharmaceuticals Ltd.,5 ml drop : ৳ 70.00
Intrapen,500 mg/vial,Meropenem Trihydrate,General Pharmaceuticals Ltd.,500 mg vial : ৳ 702.11
Intrapen,1 gm/vial,Meropenem Trihydrate,General Pharmaceuticals Ltd.,1 gm vial : ৳ 1,303.90
Intravas,4000 IU (40 mg) / 0.4 ml,Enoxaparin Sodium,Aristopharma Ltd.,0.4 ml pre-filled syringe : ৳ 350.00
Intravas,6000 IU (60 mg) / 0.6 ml,Enoxaparin Sodium,Aristopharma Ltd.,0.6 ml pre-filled syringe : ৳ 525.00
Intravas,8000 IU (80 mg) / 0.8 ml,Enoxaparin Sodium,Aristopharma Ltd.,0.8 ml pre-filled syringe : ৳ 550.00
Intrax,500 mg,Tranexamic Acid,Incepta Pharmaceuticals Limited,Unit Price : ৳ 16.00
Intrax,500 mg/5 ml,Tranexamic Acid,Incepta Pharmaceuticals Limited,5 ml ampoule : ৳ 50.00
Intrum Gold,,Multivitamin & Multimineral (A-Z gold preparation),Innova Pharmaceuticals Limited.,Unit Price : ৳ 6.00
Intrum Silver,,Multivitamin & Multimineral (A-Z silver preparation),Innova Pharmaceuticals Limited.,Unit Price : ৳ 6.00
Invigen,80 mg/100 ml,Gentamicin (Intravenous Infusion),Beximco Pharmaceuticals Ltd.,100 ml bottle : ৳ 47.22
Iosol,10% w/v,Povidone Iodine (Mouthwash & Topical),Unimed Unihealth MFG. Ltd.,100 ml bottle : ৳ 35.00
Iosol,7.5% w/v,Povidone Iodine (Surgical Scrub),Unimed Unihealth MFG. Ltd.,50 ml bottle : ৳ 60.00
Ipadox,100 mg,Doxycycline,Incepta Pharmaceuticals Limited,Unit Price : ৳ 2.15
Ipec,50 mg/5 ml,Iron Polymaltose Complex,Aristopharma Ltd.,100 ml bottle : ৳ 40.00
Ipec Plus,47 mg+0.5 mg+22.5 mg,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,Aristopharma Ltd.,Unit Price : ৳ 3.50
Ipec Super,,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,Aristopharma Ltd.,Unit Price : ৳ 6.00
Ipical,500 mg,Calcium Carbonate,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 3.49
Ipical DX,600 mg+400 IU,Calcium Carbonate + Cholecalciferol (Vit. D3),Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 8.00
Ipical-D,500 mg+200 IU,Calcium Carbonate (Elemental) + Vitamin D,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 5.00
Ipical-M,,Calcium Carbonate + Vitamin D3 + Multimineral,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 6.00
Ipide SR,1.5 mg,Indapamide,Renata Limited,Unit Price : ৳ 5.00
Ipin,5 mg,Amlodipine,Chemist Laboratories  Limited.,Unit Price : ৳ 3.50
IPIN Plus,5 mg+50 mg,Amlodipine + Atenolol,Chemist Laboratories  Limited.,Unit Price : ৳ 6.00
IPP 20,20 mg,Omeprazole,Aztec Pharmaceuticals Ltd.,Price not available
Ipralin,100 mcg+20 mcg,Salbutamol + Ipratropium Bromide,Aristopharma Ltd.,200 metered doses : ৳ 250.00
Ipramid,20 mcg/puff,Ipratropium Bromide (Inhalation Aerosol),Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 200.00
Ipramid,0.5 mg/2.5 ml,Ipratropium Bromide (Inhalation Aerosol),Beximco Pharmaceuticals Ltd.,2.5 ml vial : ৳ 16.00
Ipramid,250 mcg/ml,Ipratropium Bromide (Inhalation Aerosol),Beximco Pharmaceuticals Ltd.,20 ml vial : ৳ 130.00
Ipramid HFA,20 mcg/puff,Ipratropium Bromide (Nebuliser Solution),Beximco Pharmaceuticals Ltd.,120 ml bottle : ৳ 220.00
Iprasol,(100 mcg+20 mcg)/puff,Salbutamol + Ipratropium Bromide,Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 230.00
Iprasol,(2.5 mg+500 mcg)/3 ml,Salbutamol + Ipratropium Bromide,Beximco Pharmaceuticals Ltd.,20 ml bottle : ৳ 225.00
Iprasol HFA,(100 mcg+20 mcg)/puff,Salbutamol + Ipratropium Bromide,Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 250.00
Iprasol HFA (refill),(100 mcg+20 mcg)/puff,Salbutamol + Ipratropium Bromide,Beximco Pharmaceuticals Ltd.,200 metered doses : ৳ 230.00
Ipratop,250 mcg/ml,Ipratropium Bromide (Nebuliser Solution),Incepta Pharmaceuticals Limited,20 ml bottle : ৳ 130.00
Ipratropium,250 mcg/ml,Ipratropium Bromide (Nebuliser Solution),Chemist Laboratories  Limited.,Price not available
Iprex,20 mcg/puff,Ipratropium Bromide (Inhalation Aerosol),Square Pharmaceuticals Ltd.,200 metered doses : ৳ 250.75
Iprex,250 mcg/ml,Ipratropium Bromide (Nebuliser Solution),Square Pharmaceuticals Ltd.,20 ml bottle : ৳ 130.88
IQ-Vit,,Multivitamin & Cod Liver Oil,Reliance Pharmaceuticals Ltd.,100 ml bottle : ৳ 80.00
Iracet,250 mg,Levetiracetam,Square Pharmaceuticals Ltd.,Unit Price : ৳ 16.00
Iracet,500 mg,Levetiracetam,Square Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
Iracet,500 mg/5 ml,Levetiracetam,Square Pharmaceuticals Ltd.,50 ml bottle : ৳ 200.61
Iracet,500 mg/5 ml,Levetiracetam,Square Pharmaceuticals Ltd.,5 ml ampoule : ৳ 40.13
Iracet XR,500 mg,Levetiracetam,Square Pharmaceuticals Ltd.,Unit Price : ৳ 30.00
Iragon,25 mg,Mirabegron,Drug International Limited,Unit Price : ৳ 29.49
Irbes,75 mg,Irbesartan,Eskayef Bangladesh Ltd.,Unit Price : ৳ 5.00
Irbes,150 mg,Irbesartan,Eskayef Bangladesh Ltd.,Unit Price : ৳ 9.00
Irenovin,200 mg/5 ml,Ferrous Sulfate,Phoenix Chemicals Laboratory (BD) Ltd,Price not available
Iriban,135 mg,Mebeverine Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 6.00
Iriban SR,200 mg,Mebeverine Hydrochloride,Incepta Pharmaceuticals Limited,Unit Price : ৳ 10.00
Irigate,1.5%,Glycine,Acme Laboratories Limited,1000 ml bag : ৳ 80.24
Irigon,1.5%,Glycine,Beximco Pharmaceuticals Ltd.,1000 ml bag : ৳ 70.79
Irinotecan,20 mg/ml,Irinotecan Hydrochloride,Ebewe Pharma, Austria,Price not available
Irinotecan PhaRes,20 mg/ml,Irinotecan Hydrochloride,ZAS Corporation,100 mg vial : ৳ 4,946.00
Irinotesin,20 mg/ml,Irinotecan Hydrochloride,S.C. Sindan Pharma SRI, Romania,Price not available
Irinotesin,20 mg/ml,Irinotecan Hydrochloride,Actavis (BOTS Pvt. Limited),40 mg vial : ৳ 3,030.00
Irinox,20 mg/ml,Irinotecan Hydrochloride,Beacon Pharmaceuticals Ltd.,40 mg vial : ৳ 2,000.00
Irisyn,135 mg,Mebeverine Hydrochloride,Ibn-Sina Pharmaceuticals Ltd.,Unit Price : ৳ 7.00
Irobest,47 mg+0.5 mg+22.5 mg,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 3.01
Irodol,200 mg/5 ml,Ferrous Sulfate,Millat Pharmaceuticals Limited,Price not available
Irofol,100 mg/5 ml,Ferrous Fumarate,General Pharmaceuticals Ltd.,200 ml bottle : ৳ 32.18
Irofol,200 mg+200 mcg,Ferrous Fumerate + Folic acid,General Pharmaceuticals Ltd.,Unit Price : ৳ 0.53
Iroglobin,300 mg/5 ml,Ferrous Gluconate,National Laboratories Ltd.,Price not available
Irojap,200 mg/5 ml,Ferrous Sulfate,Jalalabad Pharmaceuticals Ltd.,Price not available
Irojap,200 mg+200 mcg,Ferrous Fumerate + Folic acid,Jalalabad Pharmaceuticals Ltd.,Price not available
Irolic,200 mg+200 mcg,Ferrous Fumerate + Folic acid,Ziska Pharmaceuticals Limited,Unit Price : ৳ 0.32
Iromia,200 mg/5 ml,Iron Polymaltose Complex,Opsonin Pharma Limited,100 ml bottle : ৳ 49.97
Iron Z TR,150 mg+0.5 mg+61.8 mg,Ferrous Sulphate + Folic Acid + Zinc Sulphate,Hudson Pharmaceuticals Ltd.,Unit Price : ৳ 2.50
Iron, Folic Acid & Zinc,150 mg+0.5 mg+61.8 mg,Ferrous Sulphate + Folic Acid + Zinc Sulphate,Essential Drugs Company Ltd.,Unit Price : ৳ 2.25
Ironic,200 mg/5 ml,Ferrous Sulfate,Bios Pharmaceuticals Ltd.,Price not available
Iropen,(500 mg+500 mg)/vial,Imipenem + Cilastatin,Renata Limited,1 gm vial : ৳ 1,295.00
Irosuc,20 mg/ml,Iron Sucrose Injection (Elemental Iron),ACI Limited,5 ml ampoule : ৳ 350.00
Irotin,20 mg/ml,Irinotecan Hydrochloride,Techno Drugs Ltd.,40 gm vial : ৳ 2,100.00
Irotrex,200 mg/5 ml,Ferrous Sulfate,Amico Laboratories Ltd.,Price not available
Irotrex Plus,,Iron Polymaltose Complex + Vitamin B Complex + Zinc,Amico Laboratories Ltd.,100 ml bottle : ৳ 50.00
Irovit,,Iron + Folic acid + Vitamin B complex + Vitamin C,Pharmadesh Laboratories Ltd.,Unit Price : ৳ 2.75
Irovit-Z,,Iron Polymaltose Complex + Vitamin B Complex + Zinc,Medicon Pharmaceuticals Ltd.,100 ml bottle : ৳ 48.86
Irtopin,1%,Atropine Sulfate,Nipa Pharmaceuticals Ltd.,10 ml drop : ৳ 25.29
Isart,150 mg,Irbesartan,ACI Limited,Unit Price : ৳ 9.06
ISM,20 mg,Isosorbide Mononitrate,Aristopharma Ltd.,Unit Price : ৳ 1.20
Iso Refambin,300 mg+150 mg,Rifampicin + Isoniazid,Doctor’s Chemical Works Ltd.,Price not available
Isobgul,140 gm/pack,Ispaghula Husk,Eskayef Bangladesh Ltd.,140 gm pack : ৳ 395.00
Isobgul,3.5 gm/sachet,Ispaghula Husk,Eskayef Bangladesh Ltd.,3.5 gm sachet : ৳ 8.00
Isocal,500 mg,Calcium Carbonate,Doctor’s Chemical Works Ltd.,Unit Price : ৳ 4.00
Isocal-D,500 mg+200 IU,Calcium Carbonate (Elemental) + Vitamin D,Doctor’s Chemical Works Ltd.,Unit Price : ৳ 3.00
Isocard,10 mg,Isosorbide Dinitrate,Sonear Laboratories Ltd.,Price not available
Isoclox,250 mg,Flucloxacillin Sodium,Globe Pharmaceuticals Limited.,Unit Price : ৳ 5.50
Isoclox,500 mg,Flucloxacillin Sodium,Globe Pharmaceuticals Limited.,Unit Price : ৳ 10.00
Isoclox,125 mg/5 ml,Flucloxacillin Sodium,Globe Pharmaceuticals Limited.,100 ml bottle : ৳ 60.00
Isodex,0.18% + 4.3%,Sodium Chloride + Dextrose,Square Pharmaceuticals Ltd.,1000 ml bag : ৳ 91.34
Isoflam,400 mg,Ibuprofen,Jalalabad Pharmaceuticals Ltd.,Price not available
Isofloxin,400 mg,Pefloxacin,Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 12.05
Isoflu,500 mg,Flucloxacillin Sodium,Central Pharmaceuticals Ltd (CPL),Unit Price : ৳ 10.00
Isoflu,125 mg/5 ml,Flucloxacillin Sodium,Central Pharmaceuticals Ltd (CPL),100 ml bottle : ৳ 60.00
Isolac,3.35 gm/5 ml,Lactulose,Concord Pharmaceuticals Ltd.,100 ml bottle : ৳ 120.00
Isoline,0.9%,Sodium Chloride (Intravenous Solution),General Pharmaceuticals Ltd.,1000 ml bag : ৳ 74.22
Isolol,2.5 mg,Bisoprolol Fumarate,Albion Pharmaceuticals Ltd.,Unit Price : ৳ 7.08
Isolol,5 mg,Bisoprolol Fumarate,Albion Pharmaceuticals Ltd.,Unit Price : ৳ 11.81
Isolon,1%,Prednisolone Acetate (Eye drops),Ibn-Sina Pharmaceuticals Ltd.,5 ml drop : ৳ 100.00
Isoniazid,100 mg,Isoniazid,Essential Drugs Company Ltd.,Unit Price : ৳ 0.31
Isoniazid,300 mg,Isoniazid,Essential Drugs Company Ltd.,Unit Price : ৳ 0.92
Isonid,300 mg,Isoniazid,Gaco Pharmaceuticals Ltd.,Price not available
Isonil,5 mg,Oxyphenonium Bromide (Oral preparation),Amico Laboratories Ltd.,Unit Price : ৳ 1.44
Isoride,0.18% + 4.3%,Sodium Chloride + Dextrose,Beximco Pharmaceuticals Ltd.,500 ml bag : ৳ 71.09
Isorifam,150 mg+100 mg,Rifampicin + Isoniazid,Acme Laboratories Limited,Unit Price : ৳ 3.97
Isorifam,300 mg+150 mg,Rifampicin + Isoniazid,Acme Laboratories Limited,Unit Price : ৳ 6.65
Isotear,0.25%+0.3%,Carboxymethylcellulose Sodium + Hypromellose,Popular Pharmaceuticals Ltd.,10 ml drop : ৳ 200.00
Isotrex,0.05%,Tretinoin,GlaxoSmithKline,10 gm tube : ৳ 296.94
Isovent,200 mcg,Misoprostol,Square Pharmaceuticals Ltd.,Unit Price : ৳ 15.10
Isovent,600 mcg,Misoprostol,Square Pharmaceuticals Ltd.,Unit Price : ৳ 40.13
Ispergul,120 gm/pack,Ispaghula Husk,Square Pharmaceuticals Ltd.,120 gm pack : ৳ 395.00
Ispergul,3.5 gm/sachet,Ispaghula Husk,Square Pharmaceuticals Ltd.,3.5 gm sachet : ৳ 10.00
Ispha,120 mg/5 ml,Paracetamol,Globex Pharmaceuticals Ltd.,Price not available
Ispha,500 mg,Paracetamol,Globex Pharmaceuticals Ltd.,Price not available
Itchin,2%,Sodium Cromoglicate 2% (Eye/Nasal),Gaco Pharmaceuticals Ltd.,10 ml drop : ৳ 60.00
Itchin DS,4%,Sodium Cromoglicate 4% (Eye/Nasal Drops),Gaco Pharmaceuticals Ltd.,10 ml drop : ৳ 75.00
Itchlor,10 mg,Loratadine,NIPRO JMI Pharma Ltd.,Unit Price : ৳ 3.03
Itchlor,5 mg/5 ml,Loratadine,NIPRO JMI Pharma Ltd.,60 ml bottle : ৳ 30.21
Itop CI,51 mg+0.50 mg+22.50 mg,Carbonyl Iron + Folic Acid + Zinc Sulfate Monohydrate,Pharmasia Limited,Unit Price : ৳ 3.00
Itra,100 mg,Itraconazole,Square Pharmaceuticals Ltd.,Unit Price : ৳ 15.10
Itracon,100 mg,Itraconazole,Navana Pharmaceuticals Limited,Unit Price : ৳ 15.06
Itrafun,100 mg,Itraconazole,Kumudini Pharma Ltd.,Unit Price : ৳ 14.00
Itropin,1%,Atropine Sulfate,Nipa Pharmaceuticals Ltd.,5 ml drop : ৳ 25.29
Ivactin,3 mg,Ivermectin (Oral),Aristopharma Ltd.,Unit Price : ৳ 6.00
Ivana,150 mg,Ibandronic Acid,Renata Limited,Unit Price : ৳ 994.59
Ivanor,7.5 mg,Ivabradine,Square Pharmaceuticals Ltd.,Unit Price : ৳ 35.11
Ivanor,5 mg,Ivabradine,Square Pharmaceuticals Ltd.,Unit Price : ৳ 25.08
Ivaprex,5 mg,Ivabradine,Incepta Pharmaceuticals Limited,Unit Price : ৳ 30.00
Ivaprex,7.5 mg,Ivabradine,Incepta Pharmaceuticals Limited,Unit Price : ৳ 45.00
Ivaten,7.5 mg,Ivabradine,Drug International Limited,Unit Price : ৳ 35.00
Ivaten,5 mg,Ivabradine,Drug International Limited,Unit Price : ৳ 30.00
Iventi,400 mg,Moxifloxacin Hydrochloride (Oral or Injection),Square Pharmaceuticals Ltd.,Unit Price : ৳ 40.00
Iventi,400 mg/250 ml,Moxifloxacin Hydrochloride (Oral or Injection),Square Pharmaceuticals Ltd.,250 ml bottle : ৳ 350.00
Iventi,0.5%,Moxifloxacin Hydrochloride (Eye),Square Pharmaceuticals Ltd.,5 ml drop : ৳ 140.00
Iventi-D,0.5% + 0.1%,Moxifloxacin + Dexamethasone Phosphate,Square Pharmaceuticals Ltd.,5 ml drop : ৳ 200.00
Ivera,6 mg,Ivermectin (Oral),Beximco Pharmaceuticals Ltd.,Unit Price : ৳ 15.00
Ivolol,5 mg,Nebivolol,Incepta Pharmaceuticals Limited,Price not available
Ivolol,2.5 mg,Nebivolol,Incepta Pharmaceuticals Limited,Price not available
Izic,51 mg+0.50 mg+22.50 mg,Carbonyl Iron + Folic Acid + Zinc Sulfate Monohydrate,Orbit Pharmaceuticals Ltd,Unit Price : ৳ 3.00
J-Mox,250 mg,Amoxicillin Trihydrate,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 2.86
J-Mox,500 mg,Amoxicillin Trihydrate,Ad-din pharmaceuticals Ltd.,Unit Price : ৳ 5.71
J-Mox,125 mg/5 ml,Amoxicillin Trihydrate,Ad-din pharmaceuticals Ltd.,100 ml bottle : ৳ 45.00
J-Mox,125 mg/1.25 ml,Amoxicillin Trihydrate,Ad-din pharmaceuticals Ltd.,15 ml bottle : ৳ 28.32
J-Zinc,10 mg/5 ml,Zinc Sulphate Monohydrate,Ad-din pharmaceuticals Ltd.,100 ml bottle : ৳ 30.00
Jafa,8 mg,Ondansetron,Doctor TIMS Pharmaceuticals Ltd.,Price not available
Jakavi,5 mg,Ruxolitinib,Novartis (Bangladesh) Limited,Unit Price : ৳ 3,906.41
Jaknib,5 mg,Tofacitinib,Healthcare Pharmacuticals Limited,Unit Price : ৳ 48.00
Jaktor,5 mg,Tofacitinib,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 48.00
Jaktor XR,11 mg,Tofacitinib,Beacon Pharmaceuticals Ltd.,Unit Price : ৳ 75.00
Janmet,50 mg+500 mg,Sitagliptin + Metformin Hydrochloride,Acme Laboratories Limited,Unit Price : ৳ 16.03
Janmet,50 mg+1000 mg,Sitagliptin + Metformin Hydrochloride,Acme Laboratories Limited,Unit Price : ৳ 18.04
Janol,50 mg,Atenolol,Jalalabad Pharmaceuticals Ltd.,Price not available
Janol,100 mg,Atenolol,Jalalabad Pharmaceuticals Ltd.,Price not available
Janvia,50 mg,Sitagliptin,Acme Laboratories Limited,Unit Price : ৳ 15.03
Janvia,100 mg,Sitagliptin,Acme Laboratories Limited,Unit Price : ৳ 28.08
